,message,label
4678,Wewa is 130. Iriver 255. All 128 mb.,nonspam
4679,It is a good thing I'm now getting the connection to bw,nonspam
4680,Sry da..jst nw only i came to home..,nonspam
4681,"That's cool he'll be here all night, lemme know when you're around",nonspam
4682,Are you staying in town ?,nonspam
4683,"Haha yeah, 2 oz is kind of a shitload",nonspam
4684,Ok u can take me shopping when u get paid =D,nonspam
4685,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",nonspam
4686,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",nonspam
4687,But pls dont play in others life.,nonspam
4688,Eatin my lunch...,nonspam
4689,Hmmm.but you should give it on one day..,nonspam
4690,"Didn't try, g and I decided not to head out",nonspam
4691,Ok no prob,nonspam
4692,Surly ill give it to you:-) while coming to review.,nonspam
4693,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",nonspam
4694,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,nonspam
4695,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,nonspam
4696,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",spam
4697,A guy who gets used but is too dumb to realize it.,nonspam
4698,"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",nonspam
4699,Don no da:)whats you plan?,nonspam
4700,Yes fine ,nonspam
4701,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",spam
4702,I liked the new mobile,nonspam
4703,Anytime...,nonspam
4704,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,nonspam
4705,Yar but they say got some error.,nonspam
4706,Hey anyway i have to :-),nonspam
4707,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,nonspam
4708,Wif my family booking tour package.,nonspam
4709,"Did you say bold, then torch later. Or one torch and 2bold?",nonspam
4710,"Haha awesome, I might need to take you up on that, what you doin tonight?",nonspam
4711,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),nonspam
4712,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,nonspam
4713,Thats cool princess! I will cover your face in hot sticky cum :),nonspam
4714,Big brother‘s really scraped the barrel with this shower of social misfits,nonspam
4715,Oops i thk i dun haf enuff... I go check then tell ü..,nonspam
4716,S:)8 min to go for lunch:),nonspam
4717,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",nonspam
4718,"K will do, addie &amp; I are doing some art so I'll be here when you get home",nonspam
4719,My uncles in Atlanta. Wish you guys a great semester.,nonspam
4720,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",nonspam
4721,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,nonspam
4722,"Yup. Anything lor, if u dun wan it's ok...",nonspam
4723,"I'm home, my love ... If your still awake ... *loving kiss*",nonspam
4724,HELLO PEACH! MY CAKE TASTS LUSH!,nonspam
4725,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",spam
4726,"There'll be a minor shindig at my place later tonight, you interested?",nonspam
4727,Jason says it's cool if we pick some up from his place in like an hour,nonspam
4728,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",spam
4729,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,nonspam
4730,I've reached already.,nonspam
4731,I dont know ask to my brother. Nothing problem some thing that. Just i told .,nonspam
4732,K:)eng rocking in ashes:),nonspam
4733,Wat time r ü going to xin's hostel?,nonspam
4734,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,nonspam
4735,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,spam
4736,Oh k:)after that placement there ah?,nonspam
4737,"Not for possession, especially not first offense",nonspam
4738,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",nonspam
4739,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,nonspam
4740,We have pizza if u want,nonspam
4741,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",nonspam
4742,Many more happy returns of the day. I wish you happy birthday.,nonspam
4743,Ya very nice. . .be ready on thursday,nonspam
4744,I am in hospital da. . I will return home in evening,nonspam
4745,Thinking of u ;) x,nonspam
4746,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,spam
4747,Orh i tot u say she now still dun believe.,nonspam
4748,"When you just put in the + sign, choose my number and the pin will show. Right?",nonspam
4749,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,nonspam
4750,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,nonspam
4751,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",nonspam
4752,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,spam
4753,Well boy am I glad G wasted all night at applebees for nothing,nonspam
4754,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,spam
4755,Ok lor... Or u wan me go look 4 u?,nonspam
4756,U wan 2 haf lunch i'm in da canteen now.,nonspam
4757,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,nonspam
4758,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",nonspam
4759,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,spam
4760,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,spam
4761,I'm home. Doc gave me pain meds says everything is fine.,nonspam
4762,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),nonspam
4763,Me too! Have a lovely night xxx,nonspam
4764,Prepare to be pleasured :),nonspam
4765,Hi.:)technical support.providing assistance to us customer through call and email:),nonspam
4766,if you text on your way to cup stop that should work. And that should be BUS,nonspam
4767,Whens your radio show?,nonspam
4768,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,spam
4769,I'm not sure if its still available though,nonspam
4770,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,nonspam
4771,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,nonspam
4772,Hi..i got the money da:),nonspam
4773,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",nonspam
4774,Ok then u tell me wat time u coming later lor.,nonspam
4775,U repeat e instructions again. Wat's e road name of ur house?,nonspam
4776,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",nonspam
4777,Quite lor. But dun tell him wait he get complacent...,nonspam
4778,Sorry completely forgot * will pop em round this week if your still here?,nonspam
4779,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,nonspam
4780,O we cant see if we can join denis and mina? Or does denis want alone time,nonspam
4781,Sen told that he is going to join his uncle finance in cbe,nonspam
4782,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,nonspam
4783,"Call me, i am senthil from hsbc.",nonspam
4784,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",nonspam
4785,Indeed and by the way it was either or - not both !,nonspam
4786,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",spam
4787,Holy living christ what is taking you so long,nonspam
4788,Ü thk of wat to eat tonight.,nonspam
4789,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",nonspam
4790,We're on the opposite side from where we dropped you off,nonspam
4791,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,nonspam
4792,Send me your resume:-),nonspam
4793,Gd luck 4 ur exams :-),nonspam
4794,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,nonspam
4795,Sorry that was my uncle. I.ll keep in touch,nonspam
4796,Saw Guys and Dolls last night with Patrick Swayze it was great,nonspam
4797,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,spam
4798,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,spam
4799,Just come home. I don't want u to be miserable,nonspam
4800,I dont know why she.s not getting your messages,nonspam
4801,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",nonspam
4802,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",nonspam
4803,Reverse is cheating. That is not mathematics.,nonspam
4804,How do you plan to manage that,nonspam
4805,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",nonspam
4806,Sorry for the delay. Yes masters,nonspam
4807,Call me when u finish then i come n pick u.,nonspam
4808,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,spam
4809,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,nonspam
4810,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",nonspam
4811,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",nonspam
4812,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,nonspam
4813,"fyi I'm at usf now, swing by the room whenever",nonspam
4814,i can call in  &lt;#&gt;  min if thats ok,nonspam
4815,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,nonspam
4816,Ü no home work to do meh... ,nonspam
4817,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,nonspam
4818,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,nonspam
